"","Sample_1","Sample_5","Sample_6","Sample_8","Sample_9","Sample_10","Sample_11","Sample_17","Sample_13","Sample_20","Sample_23","Sample_2","Sample_3","Sample_4","Sample_7","Sample_12","Sample_14","Sample_15","Sample_16","Sample_18","Sample_19","Sample_21","Sample_22","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28"
"P55039",32646,46081,36239,47753,56581,43024,46172,56144,36453,52512,36397,52579,46285,44035,41709,37936,35479,46163,33895,48651.7706838905,36429.2225654775,52704,50890,29248.7430538158,29454,56847,49793,37671
"P55060",66685,73218,83126,193630,131050,69044,71572,122200,87584,64006,66568,231740,117990,61403,72842,79587,300910,126770,134580,221670,71905,79936,76580,63656,161240,111970,142810,108210
"P55072",486560,536730,433090,539400,510110,366210,460290,474720,485070,445570,512380,678410,576240,457720,526950,542990,695970,477060,572700,877450,449520,388050,476880,411280,530210,553370,692870,503340
"P55083",186580,318770,334860,50594,64732,125510,23726,103423.577337641,146957.173437901,270710,145770,93052,40219,100320,47761,45943,60849.4266603507,88188,124540,61335.4233054608,78287,137350,150886.455398405,158500,94501.1747083157,63065,81240.4188399102,113998.896668017
"P55084",360160,409460,406280,317190,327160,779120,391930,547120,463130,396320,331280,293060,401250,382640,456170,346920,226890,334170,368440,466580,523630,418290,657130,441080,501420,377490,313440,406820
"P55145",123080,202120,287850,186000,318050,184430,258930,295430,251200,117810,256490,456230,147080,360150,322350,372670,249580,288840,242660,624580,217030,236320,390970,188640,304500,390020,293550,373730
"P55196",20074,44218,27167,73520,64867,61066,50189.5767368628,49055,34247,36888,38663.4053880978,30882,67174,39095,48023,48868.9818545419,96458,47502,26819,44678,102620,38870,65837,75230,87738,68198,113440,28585
"P55209",99734,128990,133120,243260,144800,95082,149240,111360,166690,120670,147310,282090,112530,101430,92073,132570,122700,160720,109680,99144,86029,140320,92804,92922,189780,158690,208870,174120
"P55210",23208.5554819094,30336,18283,31061,21290,24876,21029.5408456838,27071,25776.4322421031,24364.4469669145,20247.6219393583,19502,26716.841007818,21072,14498,24116.6576566629,21517,27672,57567,22968,23159.0610407996,25839.4261325069,16759,16851,29886,21575,20112,15359
"P55212",20013,46130,20969,11830,31079,19774,11813,22943,28525.384917227,15200,11621,26512,56217,27732,37855,20326,52584,17651,30307,49183,17175,19916,33113,15431,53231,27669,52729,29348.1440862585
"P55263",47512,52361,39780,36691,53159,36282,50812,73483,48418,40352,31414,49024,61756,35290,32208,48026,45098,39484,28505,66618,44554,24632,43443,31239,39144,34141,51325,48309.2851134525
"P55265",87608,72789,78866,110790,101790,88809,93917,106260,94098,81622,63000,128670,121380,97726,82701,94649,200240,93736,129230,104230,76350,115390,79186,50791,157410,109290,133230,131500
"P55268",5589600,6417000,2501800,3503100,1775800,4994000,3020800,2741100,4634800,9002900,5568000,1301500,1041400,2375400,2942300,2610900,605270,8490000,1519100,329390,3086000,9622000,1605900,9154700,1799400,5166000,1080800,4589300
"P55327",71075,256760,176060,116690,218760,219010,129950,198940,214750,153870,118860,136810,171170,254150,281480,113260,135020,209190,241150,666660,202980,69500,289430,273150,456350,192450,350180,133560
"P55735",101720,116210,96417,75027,102910,56285,120200,122930,70641,104090,115710,142400,87134,114010,107160,145850,128320,112200,115330,102510,79332,110900,126390,52443,58883,110920,143060,79016
"P55769",126120,124380,162970,144320,200930,274900,137590,185600,156330,178680,131840,205980,190220,167660,154930,176490,300460,138780,165890,119300,148620,144480,167300,94438,163300,156380,210370,172230
"P55786",199950,215370,207670,273200,172590,146140,206920,203240,224390,217020,173910,183850,240370,210630,226170,188330,192950,233510,242460,200980,191120,193850,208640,262590,258260,252280,149190,229000
"P55795",94874,83599,79513,90776,132140,67807,84272,88303,122960,71503,94847,87953,161700,64484,75894,122400,167390,90909,80123,106620,83586,131240,92234,64701,129970,92034,124710,98716
"P55809",89556,79118,67666,66243,49318,103780,81086,78220,125380,76504,76173,72007,25063,107290,70452,56058,14375,59010,74749,87833.1943458545,136520,107470,350950,158420,85398,98178,46714,67047
"P55884",113920,116630,134320,198100,170020,112070,139370,194310,135220,108290,123540,191320,166000,141700,135510,142030,279260,147310,221100,230520,112850,132500,164380,90701,173140,159610,237630,153580
"P55899",33756,14121,30666,21765,26529,25787,51478,33257,38174,26482,36351,17786,31087,22780,28507,45196,16075,28104.0061669927,17091,26431.9746581904,34378,27947,33107,18821.0070400898,16772,19756,29817,28270.0951936677
"P56134",170420,218519.59573554,231787.594020657,171968.27839959,238267.995162895,250730,214210,218930,165770,200981.145971548,228010,187160,276899.009849909,209260,304170,237020,163613.219959177,200280,197570,277710,298380,192250,725850,268370,269620,203860,129520,125650
"P56192",64484,78348,83674,79491,115820,55120,62466,143650,90244,71936,73622,144020,102890,85935,93329,71479,151070,94122,124250,94143,56604,70879,123300,41887,131250,83923,149410,119820
"P56199",80428,91340,93974,69455,53690,60671,57029,43902,102920,165850,81360,61865,44019,102100,57915,50473,20075,123190,39288,9974.8,73855,152850,37079,180360,98229,75565,37917,100350
"P56377",42074,41931.0828356409,41733,43777.8223211967,95749,38604,45043.836706743,33120,78297,42299,42228,45538.4657833779,43485.7417460394,44534,42296,60691,56274.6450168619,51045,40463,21169,43685,45374,37336,31149.1858047761,45289,52377,49523.6297461091,73234
"Q5VTU8",133870,174660,169920,125620,207460,224220,157410,168810,196310,151290,135640,115720,190240,189690,210750,148500,74570,137790,177020,170300,214720,131900,464650,195130,172800,176670,135700,178730
"P56385",128941.832261975,135360,111990,86582,193500,204360,63810,114060,125270,123990,98785,127220,166020,155720,208570,137750,78266,152290,156810,92592,136640,47941,450490,81485,185350,156430,157030,117640
"P56470",646080,843550,516360,490586.063469762,953290,2191000,336070,884210,164500,326400,168850,290830,1170200,590670,1472900,211510,51161,698220,590040,680940,856520,293410,402060,754160,323910,266360,1896100,196040
"P56537",80799,103580,93843,188740,72542,114350,95115,234050,96548,93231,41455,163320,221130,122910,95419,71425,381380,230790,249010,105830,109590,77776,161090,76857,75415,96533,242460,93156
"P56545",117030,84901,131960,256790,204570,121880,98483,95362,156820,95137,98203,128490,160090,102260,134810,136200,298790,119950,180500,118140,144890,142910,127470,102030,171360,163230,193680,134140
"P56556",77182,62841,69744,45367,36318,94049,54069,68769,29947,37164,36341,32221,64646,91261,79950,48267,41273,56700,50594,35585,103290,70133,167750,59628,56330.0425413517,40507,56464,61419.5396622934
"P56856",24666,128020,167720,78844.7797292198,180930,126775.072660561,64076.414710452,152040,33820,27041,58487,72862.0809555196,159259.412519261,348550,25832,26997,91320.2732434393,39964,238740,159915.561144105,29143,55238,505400,33104,95853.875680014,109080.352000025,86353.5405893009,54738
"P57088",232580,255877.203064191,284250,207600,363650,237580,282920,298710,399550,223030,214540,339090,496230,322210,387640,339860,571850,379720,306890,307990,223760,295450,343520,175554.940783574,425100,272250,501420,401140
"P57105",25527,29451,35899,27134,32569,59655,33587.0813685239,57095,38912.9993268717,21044,22030,38259,49065,34701,51365,34606,60419,34191,45197,41382.7220871535,46910,43221,82892,27373.4958036919,40038.8396621836,31597,38901.5494722874,39822.0348967813
"P57735",22881,21207,49115.5546953781,27318,53906,137000,44930.6781245535,52585,49539.4134448505,18164,36488.5710882436,28651,102570,116710,59717,42315.0039150734,79395,82613,80043,62384,34513,32341,51472,38670.8766691492,63393.0081632893,88742,82178,27942
"P57737",77733,59075,61740,34877,92451,85957,44976,47435,43169,64558,59494,60349,58371,81670,51436,79095,25479,62412,46343,53793,53023,38091,71996,32514,68343,46489,80438,88284
"P57740",20158,10454,20880.3358529457,20744,40860,13918,21071.9213951372,30228,23140.0985933897,20363.9267882378,16584.8903048685,50693,32433,10474,19726.5411980608,11052,80484,30785,24227,22603,22703.0301662903,23596.7328557821,11516,18306.422706912,26059.027416584,46872,43726,20313
"P57764",71735,72938,46942,102360,56819,73352,43329,42713,85862,92151,61510,58309,64003,102060,98452,88822,52110,95623,63756,206880,99188,71201,93951,75781,177130,151030,58226,121140
"P57772",57840,36607,37155,40599,51341,47804,54320,52162,70114,45010,33383,38814,53239,61210,50925,44251,53030,48983,36877,54617,48448,45003,50403,36722.5865114699,56002.0442667269,29340,54125,46208.4870621524
"P58107",351490,268100,212730,122090,188510,230890,73988,154310,186640,361470,82671,287830,186600,138660,333950,126080,112490,201060,146860,229070,468620,593840,161530,302490,474700,630080,103940,161060
"P59666",1083600,1403700,3521400,11526000,7938200,692530,10380000,5030600,5380500,2970000,21168000,6061100,8355000,9897700,10290000,16689000,28155000,4048500,7136200,36128000,6744600,2454300,6061300,1705800,22644000,2592100,3120500,1812300
"P59768",78589,89675,121190,31788,76201,69435,87244,47483,72490,97782,134520,53648,59117,126230,79525,73982,47379,45702,69750.8898344706,31834,112920,85444,94637,98076,63844,52022,47595,80753
"P59998",808770,800630,938100,697600,1104300,786300,929840,706900,988070,877040,913490,949150,881900,1064700,838170,881160,804330,891330,695880,709940,822260,850450,927680,679440,1012700,901080,1036200,1216600
"P60033",136180,150680,112150,41791,73321,35364,46267,62772,89986,202660,111610,75223,27045,68233,50851,99160,33822.129294712,93088,11765,23107,53609,158210,40028,125660,37321,83261,23538,79989.5754126691
"P60059",27771,27161,45972,60356,56518,54411.6462877434,62627,68605,22280,36618,55077,84501,65138,65863,54608,61817,88010,49834,70613,70764,30197,42432,91806,31820.9486230069,44524,59930,62714,69888
"P60174",1504800,2138600,1959000,1971800,1376100,1859900,1612200,1729100,1385500,1985400,1514800,2501100,2289400,2259500,2204600,1441300,1844700,2148900,2505300,1652600,1998000,1742800,1946300,2074400,1766500,1474300,2509800,1227400
"P60228",113340,97586,111770,160250,141840,107010,123700,135570,141030,108580,109830,143850,141940,120650,134740,130470,230030,130580,192280,187380,116510,110420,132450,91391,172340,143640,197110,147590
"P60468",110220,107970,195080,148200,287000,160340,273010,199290,182480,128760,193630,271140,218430,239500,211940,271700,267910,173710,194370,269520,136990,218990,366170,85091,242520,224200,200800,239880
"P60660",5722200,4206000,4292300,4168000,2186000,3937100,3509500,2665900,5693100,5435800,4445900,1629500,1402800,2823100,5701600,3890800,1015200,3392300,2398500,1804000,8446000,4238300,2164600,10883000,2493900,3839500,1911600,3813600
"P60709",28636000,26164000,25973000,23995000,17560000,23654000,23547000,17083000,35490000,28252000,28226000,18528000,17739000,22789000,25230000,21655000,13176000,20256000,17228000,15814000,34044000,25105000,18705000,36343000,20265000,21096000,18921000,27504000
"P60842",552520,502260,688040,905620,977310,455450,682140,791460,842620,638190,654240,942880,759560,611460,765930,822060,1444700,771350,907940,1096400,646730,706310,732130,528740,1052800,943180,959530,965360
"P60866",632710,467140,509490,846420,570730,629160,672550,1027100,114540,438080,467350,722180,686930,664770,730410,761480,809230,629170,808170,611800,721300,524150,659600,384640,359090,500540,732900,34794
"P60891",27250,33091,30133,32024,32092,28251,31090,31799,30561.9971482663,37356,28153,51167,36643,38553,26798,29514,56048,29291,34204,40550,25544,25599,39655,20690.8808993269,20169,20267,36729,34263.1192784079
"P60900",273760,334060,327450,448890,325070,296500,292000,402320,338760,264860,272470,417060,344550,355850,370500,312860,355340,363850,404660,456360,388850,262830,373990,260200,396540,348290,497030,370920
"P60903",363880,594130,457130,169100,231570,492810,306100,193420,374110,335130,308210,394960,345230,489790,351710,284890,391290,333590,321110,318720,184260,424330,403230,460430,430690,399760,409790,455630
"P60953",164460,275890,269360,169510,271220,189450,181540,227990,225220,243210,227310,232830,215570,268700,217730,227200,277650,196700,215290,220510,184210,259140,241290,170420,235140,220800,223670,269320
"P60981",2139800,1898900,1827700,1993300,1294700,2558800,1476400,1155400,2443300,2664800,1654600,1045300,940330,1418400,2497700,1143900,998700,1682400,1264200,899610,3603100,2173800,1244000,4381700,1034400,1526400,801420,1630900
"P60983",2322600,4581500,2344900,2308900,2300500,2617800,2681100,4745700,2598900,3918400,1999900,2810700,2049300,1973200,2417800,3025500,2014700,2553100,3657900,3312900,2183500,2118100,2889200,3051600,2852100,2786100,5049700,2709900
"P61006",75182,85345,86103,86413,100650,89987,78385,89319,55211,94644,87063,86059,101130,97432,100240,90454,106040,68524,96422,63551,93466,79593,93399,56934,66256,69175,90266,113100
"P61009",63110,54192,108510,71136,131300,65469,131910,87232,97601,64194,116810,128710,67084,145830,109990,106050,136820,56730,68513,72053,67561,80025,117190,50098,104900,103990,109350,112170
"P61011",43463,44685,59173,48225,86425,48934,71095,62108,57358,51942,49580,79664,55975,61381,111640,74759,85488,57437,81970,97570,49924,53535,89576,25171,79847,62270,58099,68491
"P61019",400990,574370,490680,403240,477080,405010,503230,404310,531820,440340,387790,549560,597730,477560,556130,490180,654780,610000,568330,829750,428700,435820,547530,353200,472530,433510,336640,456020
"P61020",94382,108560,85939,48995,83790,85674,73679,56821,102450,93023,75036,62528,63730,82612,76073,78700,100480,81415,61652,132710,64862,98976,86852,78478,100920,76722,62491,98288
"P61026",255690,222000,211250,217840,295170,268910,241100,673950,108250,210180,221600,255700,300600,257630,243250,238930,255590,224420,219460,247310,253000,234090,218990,194860,159550,224700,267240,152270
"P61077",203030,177010,260260,213120,252090,165960,212388.465129149,189970,238210,207650,168230,235790,213830,248690,319070,219430,246150,177170,174980,275980,287030,197740,229020,220450,210750,242700,205260,236200
"P61081",107580,107880,138300,146960,129310,99745,124040,94996,146680,117850,123380,141130,99208,102880,115140,130020,120570,125920,122840,65052,142800,113620,127490,134730,135840,205720,154290,171750
"P61086",135080,125910,99535,124660,90639,88089,88069,176270,118880,86069,92769,115990,163640,127400,166980,75590,202520,137340,133790,153550,133850,95419,128450,153830,212260,117540,139550,170590
"P61088",383470,397940,445630,423680,275770,340250,307380,411360,479450,393150,338440,376130,338660,411710,481360,369720,416780,397090,397560,236100,536620,365920,412220,467890,319380,356600,403510,376460
"P61106",194580,175890,223110,169460,282360,231630,255980,193000,263370,186570,219070,221340,334520,262710,211920,233080,223510,180440,201340,242290,212970,218940,274720,175140,251910,209900,223640,266350
"P61158",309220,330570,369000,306480,397700,334520,327680,288810,436230,373500,384710,380010,308360,411880,327640,352210,295500,354280,299240,305750,340510,326130,379980,272130,382860,325870,446440,448810
"P61160",447340,422130,475820,432230,446840,494460,474630,429420,379030,452100,479350,462760,477290,566440,446290,474050,417930,516860,470270,386570,454850,406150,490990,358820,384110,381370,591080,367030
"P61163",139290,150600,172150,109530,141340,106380,103790,125560,168520,177850,185470,139830,98732,123060,123780,162300,104430,122790,79335,89352,154740,178960,151310,102070,133810,156580,111920,123580
